commit	val_acc	status	description
3159c79	0.403663	keep	baseline (default config: GRU proj32 hid64 lr1e-3 wd0.01 bs32, IT/lfp)
3159c79	0.372074	discard	e01: capacity proj_dim=64 hidden=128 (overfit)
3159c79	0.398620	discard	e02: weight_decay 0.05 (more reg, slightly worse)
3ff0f7f	0.415238	keep	e03: lr 0.0005 (slower opt improves)
8a6e65c	0.423991	keep	e04: lr 0.0003 (lower lr better)
3159c79	0.390233	discard	e07: dropout 0.15 (less reg overfit)
d695f70	0.434809	keep	e08: dropout 0.5 (more reg helps)
d695f70	0.381323	discard	e09: dropout 0.7 (underfits)
d695f70	0.395511	discard	e10: hidden 128 + dropout 0.5 (bigger still overfits)
d695f70	0.434783	discard	e11: proj_dim 64 (no effect, keep 32)
d695f70	0.426160	discard	e12: weight_decay 0.0 (wd helps)
d695f70	0.429060	discard	e13: weight_decay 0.02 (slightly worse)
d695f70	0.422126	discard	e14: batch_size 64 (worse)
d695f70	0.410543	discard	e15: batch_size 16 (worse)
d695f70	0.376515	discard	e16: all-timestep loss (hurts, keep last-step)
a3a075f	0.415709	discard	e17: channel threshold 1.0 (more channels, noise)
a3a075f	0.368703	discard	e18: channel threshold 2.0 (fewer channels, worse)
a3a075f	0.462793	keep	e19: rois [2,3] V4+IT (big jump)
a3a075f	0.403454	discard	e20: rois [1,2,3] add V1 (V1 hurts)
a3a075f	0.436481	discard	e21: proj_dim 128 (overfits)
a3a075f	0.446227	discard	e22: neural_data mua (worse than lfp)
a3a075f	0.446305	discard	e23: decode window 50-400 (later times decay)
a3a075f	0.428172	discard	e24: num_layers 2 (overfits)
a3a075f	0.430210	discard	e25: LSTM (worse than GRU)
fe22831	0.463028	keep	e26: cosine LR schedule (marginal +)
0bf0f52	0.469743	keep	e27: lr 0.0005 + cosine (ABANDONED lineage, not in HEAD)
0bf0f52	0.468776	discard	e28: lr 0.0008 + cosine (slightly worse)
0bf0f52	0.463864	discard	e29: label smoothing 0.1 (worse)
0bf0f52	0.449441	discard	e30: dropout 0.4 (worse)
0bf0f52	0.458926	discard	e31: dropout 0.6 (worse)
0bf0f52	0.443902	discard	e32: channel threshold 2.0 at V4+IT (worse)
0bf0f52	0.466033	discard	e33: grad clip 1.0 (worse, slower)
0bf0f52	0.462766	discard	e34: weight_decay 0.005 (worse)
0bf0f52	0.442099	discard	e35: temporal-diff input (worse)
0bf0f52	0.455215	discard	e36: warmup+cosine (warmup hurts)
8b88629	0.476249	keep	e37: input noise 0.2 (ABANDONED lineage, not in HEAD)
8b88629	0.442935	discard	e38: input noise 0.3 (too strong)
8b88629	0.471415	discard	e39: input noise 0.1 (worse than 0.2)
8b88629	0.411815	discard	e40: channel masking 15% (too aggressive)
8b88629	0.420360	discard	e41: dropout 0.4 + noise (worse)
8b88629	0.416623	discard	e42: hidden 128 + noise (still overfits)
8b88629	0.445835	discard	e43: proj_dim 64 + noise (worse)
8b88629	0.450146	discard	e44: lr 0.0008 + noise (worse)
8b88629	0.476249	discard	e45: patience 800 (deterministic, = e37)
8b88629	0.460728	discard	e46: avg_time 20 (more smoothing hurts)
8b88629	0.476249	discard	e47: avg_time 5 (no-op at 10ms stride)
8b88629	0.454379	discard	e48: AdamW betas (0.9,0.95) (worse)
8b88629	0.469743	discard	e49: scale jitter (worse, noise 0.2 alone best)
1a9b04b	0.486962	keep	e50: concat lfp+mua channels (base=e26: lr 0.0003, NO noise)
1a9b04b	0.486962	discard	e51: noise 0.25 (NO-OP: noise absent in this lineage, = e50)
6115b4b	0.507499	keep	e52: + input noise 0.2 on lfp+mua (big +)
6fd5195	0.506532	discard	e53: input noise 0.25 (<0.2)
b630c66	0.506898	discard	e54: lr 0.0005 on noise0.2 base (<0.0003)
71fb725	0.503893	discard	e55: dropout 0.4 (overfits, early-stops <0.5)
49b6f96	0.520720	keep	e56: dropout 0.6 (more reg helps, +)
2b70c59	0.497047	discard	e57: dropout 0.7 (too much reg, <0.6)
c083e43	0.520250	discard	e58: weight_decay 0.02 (marginal <0.01)
46856fc	0.518682	discard	e59: noise 0.15 with dropout0.6 (<0.2)
9d27033	0.000000	crash	e60: batch_size 16 (too slow, timeout-killed)
7d56d87	0.511648	discard	e61: batch_size 64 (<32)
8fd36ec	0.487667	discard	e62: hidden_size 96 (overfits <64)
b4db59f	0.509302	discard	e63: proj_dim 48 (<32)
32e5076	0.486126	discard	e64: num_layers 2 (overfits <1)
ba16fae	0.505226	discard	e65: threshold 1.2 (643ch, <1.5)
13c92c1	0.469978	discard	e66: threshold 2.0 (396ch, too few <1.5)
403dcfc	0.494435	discard	e67: decode window 0-300ms (pre-stim noise, <50-250)
3da4676	0.516513	discard	e68: label smoothing 0.1 (close but <none)
fc13a4f	0.000000	crash	e69: rois [1,2,3] add V1 (too slow, timeout-killed)
dcc53a6	0.505696	discard	e70: bidirectional GRU (overfits <unidirectional)
51d7c29	0.524195	keep	e71: AdamW beta1 0.5 (lower momentum, +)
352e3bb	0.525763	keep	e72: AdamW beta1 0.3 (even lower momentum, +)
b657a0c	0.519518	discard	e73: AdamW beta1 0.1 (too little momentum <0.3)
29772d9	0.525162	discard	e74: AdamW beta1 0.2 (refine, <0.3)
a536cd8	0.513300	discard	e75: AdamW beta2 0.99 (faster var adapt <0.999)
a5a0c00	0.523019	discard	e76: weight_decay 0.005 w/ beta1 0.3 (<0.01)
2372abb	0.529604	keep	e77: lr 0.0004 w/ beta1 0.3 (lr optimum shifted, +)
