commit	val_acc	status	description
3159c79	0.403663	keep	baseline (default config, lfp/IT/dprime, GRU h64 proj32)
0a91fa7	0.372884	discard	dropout 0.3->0.15 (worse, overfits faster)
8b15799	0.404160	discard	lr 1e-3->3e-3 (noise-level gain, no real improvement)
8efbeb9	0.398620	discard	weight_decay 0.01->0.05 (worse, over-reg)
e204f77	0.372074	discard	hidden 128, proj 64 (worse, overfits)
a154e29	0.417093	keep	neural_data lfp->mua (84 chan, better +0.013)
e08f11e	0.426657	keep	rois 1,2,3 (V1+V4+IT) with mua (329 chan, +0.0096)
519822f	0.427519	discard	proj_dim 32->64 (noise, +0.0009)
5d032f7	0.370427	discard	all-timestep training loss (worse, early-step supervision hurts)
5752a4c	0.433163	keep	dprime threshold 1.5->1.0 (560 chan, +0.0065)
2fe77ae	0.436011	keep	dprime threshold 1.0->0.5 (958 chan, +0.0028)
541ae90	0.446332	keep	disable channel selection, all 1024 chan (+0.0103)
d8493e2	0.457175	keep	proj_dim 32->64 with 1024 chan (+0.0108)
884e72a	0.440087	discard	proj_dim 64->128 (worse, overfits)
938d988	0.446122	discard	hidden 64->96 (worse, overfits)
08bf84c	0.434469	discard	dropout 0.3->0.4 (worse, underfits peak)
22ccc8c	0.448788	discard	label smoothing 0.1 (worse, did not raise peak)
8790c57	0.352582	discard	baseline correction on (much worse, removes signal)
854fcce	0.446750	discard	decode window 50-300ms (worse, past-250 declines)
a041562	0.155257	discard	temporal-diff input (much worse, loses absolute signal)
d909142	0.429792	discard	GRU->LSTM (worse, overfits, slower)
a1348c9	0.418139	discard	2 GRU layers + dropout (worse, overfits)
8fc7ee4	0.456294	discard	batch 64 (noise, no gain)
c742ff0	0.000000	crash	lfp+mua combine (OOM at ~222GB, cgroup limit ~175GB)
4155f57	0.472565	keep	concat lfp+mua, mem-efficient (2048 chan, +0.0154)
bc29998	0.476118	keep	proj 64->128 with lfp+mua 2048chan (+0.0036)
7308937	0.000000	crash	proj 256 with 2048chan (timeout >3000s, too slow)
e6d6e33	0.482546	keep	lr 1e-3->5e-4 (lfp+mua proj128, +0.0064)
53581e4	0.485316	keep	lr 5e-4->3e-4 (+0.0028)
726b2d4	0.477451	discard	lr 3e-4->2e-4 (worse, underfits)
bafc903	0.492266	keep	cosine-annealed LR 3e-4->0 (+0.007, runtime 2983s)
f345301	0.492266	keep	patience 500->300 with cosine (same acc, faster 2755s)
51c3527	0.479149	discard	weight_decay 0.01->0.05 (worse, over-reg peak)
3290545	0.482520	discard	hidden 64->96 (worse, overfits)
09ec795	0.491195	discard	dropout 0.3->0.2 (noise, slightly worse)
3e429aa	0.479411	discard	avg_time 10->5 (worse, more noise)
ce01be6	0.469325	discard	avg_time 10->20 (worse, blurs dynamics)
d2ac2c5	0.484009	discard	lr 3e-4->4e-4 cosine (worse)
e3dc41a	0.490724	discard	post_rnn norm reorder LN->Dropout (noise)
412d148	0.468358	discard	remove post-RNN dropout (much worse, overfits)
14be7f3	0.489366	discard	grad clip 1.0 (noise, no gain)
3853f80	0.468959	discard	label smoothing 0.05 (worse, softens peak)
2d8f210	0.389162	discard	2-layer input MLP proj (much worse, overfits)
cf173b6	0.468489	discard	decode window start 0ms (worse, onset noise)
ca5fb61	0.449389	discard	GRU hidden 48 (worse, underfits)
872b7de	0.478182	discard	weight_decay 0.005 (worse, overfits more)
96144a6	0.472539	discard	input noise std 0.1 (worse, disrupts signal)
49d16eb	0.470396	discard	proj_dim 160 (worse, overfits)
88017dd	0.472408	discard	LR warmup 20 (worse, delays high-LR phase)
36ad2e1	0.450355	discard	mua*lfp interaction channels (worse, redundant)
59ff325	0.473166	discard	dropout 0.25 (worse, rough landscape)
835e23b	0.480082	discard	batch 16 (worse, overfits)
6417209	0.430001	discard	MLP readout head (much worse, overfits)
8cbcf4c	0.453439	discard	orthogonal GRU init (worse)
f7675e9	0.477346	discard	avg_time 8 (worse, less smoothing)
494b509	0.473845	discard	decode window 60-250 (worse, loses early signal)
00ca329	0.479881	discard	patience 200 (worse, cuts before peak)
28175fb	0.465353	discard	AdamW amsgrad (worse)
de31973	0.504729	keep	GRU hidden 64->80 (+0.0125, new peak)
426a05b	0.475282	discard	GRU hidden 88 (worse, 80 is sharp peak)
9c67171	0.489366	discard	dropout 0.25 at hidden 80 (worse, overfits)
3517551	0.490359	discard	dropout 0.35 at hidden 80 (worse)
d71c492	0.474707	discard	proj 144 at hidden 80 (worse, overfits)
fdba67f	0.492005	discard	lr 3.5e-4 at hidden 80 (worse)
4ab1b6c	0.485969	discard	weight_decay 0.015 at hidden 80 (worse, over-reg)
9e0bc5d	0.483460	discard	lr 2.5e-4 at hidden 80 (worse, underfits)
b4cab71	0.481579	discard	GRU hidden 76 (worse, 80 is sharp peak)
d19c421	0.479089	discard	batch 48 at hidden 80 (worse)
96a760a	0.464256	discard	decode window 50-260 (worse, 250ms readout < 240ms)
a668f6f	0.486596	discard	avg_time 12 at hidden 80 (worse)
2988467	0.489130	discard	2 GRU layers at hidden 80 (worse, overfits)
2351700	0.000000	crash	GRU hidden 84 (timeout >3000s)
7a938e5	0.000000	crash	proj 112 at hidden 80 (timeout >3000s)
8baa7f4	0.000000	crash	decode-time-step 20 (timeout >3000s, slower convergence)
d9a1744	0.487092	discard	patience 300->200 (worse, cuts late peak)
200049e	0.481187	discard	lr 3e-4 -> 4e-4 (worse, lower peak)
63ddc98	0.472017	discard	batch_size 32 -> 64 (worse, lower peak)
