commit	val_acc	status	description
3159c79	0.407870	keep	baseline (default config, monkeyF IT lfp, 2000 epochs)
9b31414	0.395145	discard	dropout 0.5 (worse, over-regularized)
35039b2	0.398620	discard	weight_decay 0.05 (worse)
f0fede3	0.370375	discard	hidden 128 proj 64 (overfits more, lower peak)
e1818b0	0.411711	keep	channel threshold 1.0 (more channels, +0.004)
f86b596	0.397183	discard	channel selection disabled (all channels, too noisy)
d0fd432	0.400894	discard	channel threshold 1.25
1dad324	0.417721	keep	channel threshold 0.75 (+0.006, more channels help)
1eb74f9	0.401860	discard	channel threshold 0.5 (too many noisy channels)
ccc3456	0.413618	discard	add V4 ROI (IT+V4), no gain
1630dc0	0.312422	discard	per-timestep loss (dilutes last-step acc, much worse)
36d28a5	0.437578	keep	neural_data mua (allMUA spiking, +0.020 big gain)
ad30653	0.440714	keep	mua + threshold 0.5 (+0.003)
fbaa661	0.435436	discard	mua + threshold 0.25 (too low)
ad30653	0.443588	keep	mua + decode window 50-400ms (+0.003, via CLI arg)
fffaae1	0.438571	discard	mua + window 50-449 (late times noise, 400 better)
19f4c0c	0.428799	discard	lr 3e-3 (too high)
b0f4914	0.456182	keep	lr 5e-4 (lower lr, higher peak, +0.013)
3b7a6b4	0.442046	discard	lr 3e-4 (too low, early-stops before peak)
3aa84c8	0.446227	discard	bidirectional GRU (overfits, no gain)
c8a712b	0.437566	discard	batch_size 64 (worse)
8b359cf	0.433980	discard	batch_size 16 (worse)
4f2677c	0.455111	discard	proj_dim 64 (no gain)
b310951	0.444764	discard	2 GRU layers + dropout 0.1 (overfits, no gain)
49ba167	0.444764	discard	LSTM (no gain vs GRU)
e77f49d	0.439460	discard	hidden 32 (underfits)
b0666a7	0.455006	discard	weight_decay 0.001 (no gain)
a8c7c51	0.429661	discard	dropout 0.2 (worse)
c09aded	0.433267	discard	dropout 0.4 (worse)
9e0a576	0.423756	discard	label smoothing 0.1 (hurts peak)
d11d40c	0.476484	keep	mua + V4 (IT+V4, +0.020 big gain)
4bf4177	0.450695	discard	mua + V1+V4 (V1 hurts, overfits)
2d6b376	0.480247	keep	mua+V4 + threshold 0.75 (+0.004)
a99ee98	0.478182	discard	mua+V4 + threshold 1.0 (0.75 better)
f63cc6f	0.470004	discard	lr 7e-4 (worse)
e57c7fb	0.469273	discard	avg_time 20 (over-smoothed)
c302fcc	0.459788	discard	avg_time 5 (noisier)
51df8dd	0.480247	discard	patience 750 (no gain, 500 sufficient)
9098b0a	0.476641	discard	cosine LR schedule (slightly worse)
2d6b376	0.492344	keep	decode window start 0ms (onset transient, +0.012)
69d8311	0.509328	keep	decode window -100..400ms (pre-stim baseline ref, +0.017)
bf4e2c9	0.481083	discard	window -100..449 (late times noise)
bf4e2c9	0.495846	discard	window -100..350 (400 end better)
bf4e2c9	0.477372	discard	stride 5ms (finer, no gain)
c363a23	0.499686	discard	lr 3e-4 (lower peak than 5e-4)
38bcca9	0.499216	discard	threshold 0.5 (0.75 better)
3f3f8c3	0.478914	discard	threshold 1.0 (0.75 better)
969b12d	0.501150	discard	weight_decay 0.02 (slightly worse)
cd7e583	0.506297	discard	grad clipping 1.0 (slightly worse)
ee3a82e	0.485185	discard	proj_dim 64 (worse)
2492a22	0.498981	discard	lr 4e-4 (worse)
89ef188	0.387568	discard	baseline correction (removes useful baseline ref, much worse)
aaddf5a	0.482389	discard	2 GRU layers (overfits more)
60c78d6	0.498014	discard	AdamW + amsgrad (worse)
7d1a011	0.501751	discard	weight_decay 0.005 (no gain)
a0c9422	0.523263	keep	2-model seed ensemble (+0.014, avg last-step softmax)
0426a2b	0.532326	keep	3-model seed ensemble (+0.009)
73497e7	0.544411	keep	4-model ensemble patience 300 (+0.012)
87ffb44	0.550453	keep	5-model ensemble patience 300 (+0.006)
3f91c84	0.555287	keep	6-model ensemble patience 200 (+0.005)
2907c82	0.558308	keep	7-model ensemble patience 200 (+0.003)
b43b5dd	0.555287	discard	8-model patience 100 (lower patience hurt members)
94b3a8f	0.000000	crash	7-model diverse-lr ensemble (lr4e-4 slow learners, timeout)
be5dc7b	0.000000	crash	7-model dropout-diversity (low-dropout members slower, timeout)
36a70e2	0.553474	discard	geometric-mean ensemble (arithmetic better)
b66a959	0.000000	crash	7-model bagged ensemble (noisier val, members slower, timeout)
6143e1b	0.507525	discard	single: no input LayerNorm (slightly worse)
ec5c66c	0.448735	discard	single: no input dropout (much worse)
9b60f09	0.480952	discard	single: 2-layer MLP classifier (overfits)
1eaae9e	0.559517	keep	7-model best_val-weighted ensemble (^8, +0.001)
800a3cf	0.557100	discard	7-model weighted ensemble exp=16 (too sharp)
502d612	0.557100	discard	7-model weighted ensemble exp=4 (softer, worse)
b22f209	0.562538	keep	8-model weighted ensemble p150 exp=8 (+0.003)
7324b59	0.000000	crash	9-model weighted ensemble p120 (9th member, timeout)
b08be31	0.562538	discard	8-model weighted ensemble p180 exp=8 (equal to p150, riskier)
22afefa	0.560725	discard	8-model weighted ensemble exp=10 (exp=8 better)
