commit	val_acc	status	description
3159c79	0.407870	keep	baseline (default config, monkeyF IT lfp dprime, 2000 epochs, 30min)
4109d40	0.398620	discard	weight_decay 0.01->0.05 (peaked early ep179, patience stop ep679)
b2c3d4e	0.395145	discard	dropout 0.3->0.5 (patience stop ep1105)
8e5ca38	0.370610	discard	dropout 0.3->0.1 (patience stop ep1467, worse)
c4d5e6f	0.370375	discard	hidden 64->128 proj 32->64 (patience ep1239, overfits more)
5105a08	0.417694	keep	neural_data lfp->mua (84 chans, patience ep532, beats baseline)
88ef901	0.448866	keep	mua + disable channel selection (320 chans, patience ep676)
a1b2c7	0.445522	discard	proj_dim 32->128 (patience ep553, slightly worse)
3a929b2	0.449702	keep	rois IT-only -> V1+V4+IT (1024 chans, patience ep843, marginal)
666ea23	0.458612	keep	proj_dim 32->64 for 1024 chans (patience ep1067)
b0c1d2	0.441681	discard	proj_dim 64->128 (patience ep810, overfits)
c1d2e3	0.446122	discard	hidden_size 64->128 (patience ep897, overfits)
d2e3f4	0.458638	discard	lr 1e-3->5e-4 (ep1902, ~=exp9, equal/noise, slower)
e3f4a5	0.434365	discard	2 GRU layers + dropout 0.3 (patience ep933, overfits)
f4a5b6	0.331168	discard	loss at all timesteps (changes metric to mean-over-time, unfair)
a5b6c7	0.451879	discard	batch_size 32->64 (patience ep677)
b6c7d8	0.457418	discard	batch_size 32->16 (patience ep753, ~=exp9)
666ea23	0.451322	discard	decode window 250->350ms (30 steps, patience ep1231, overfits)
c7d8e9	0.439878	discard	bidirectional GRU (patience ep705, overfits)
d8e9f0	0.442177	discard	label_smoothing 0.1 (patience ep608, worse)
e9f0a1	0.453099	discard	weight_decay 0.01->0.02 (patience ep934, ~=exp9)
f0a1b2	0.442282	discard	input noise aug sigma=0.15 (patience ep649, worse)
a1b2c3	0.151886	discard	temporal-diff input (standardize=0, ep1355, terrible)
b2c3d4	0.000000	crash	combine mua+lfp channels (killed, too slow: 2x process_data + 2048 input, >budget)
c3d4e5	0.446959	discard	gradient clipping max_norm=1.0 (patience ep868, worse)
6d5a189	0.462949	keep	cosine LR annealing over n_epochs (patience ep1251, beats exp9)
d4e5f6	0.439512	discard	cosine LR + lr 2e-3 (patience ep653, overfits)
e5f6a7	0.455869	discard	cosine T_max=1000 (patience ep1080, worse than T_max=2000)
f6a7b8	0.442282	discard	cosine + dropout 0.4 (patience ep1188, worse)
a7b8c9	0.455372	discard	cosine + wd 0.005 (patience ep1499, worse)
b8c9d0	0.448997	discard	cosine + n_epochs 3000/T_max 3000 (patience ep887, slower anneal overfits)
c9d0e1	0.447455	discard	cosine + proj_dim 96 (patience ep1099, worse)
6d5a189	0.440818	discard	cosine + window start 70ms (18 steps, ep538, worse)
d0e1f2	0.417407	discard	cosine + LSTM (patience ep1103, worse than GRU)
e1f2a3	0.462949	discard	cosine + SWA from ep300 (SWA avg 0.4572 < best ep 0.4629, equal)
6d5a189	0.459605	discard	cosine + decode-time-step 20 (10 steps, ep1649, ~=exp25)
6d5a189	0.453465	discard	cosine + decode-time-step 5 (40 steps, ep767, overfits)
f2a3b4	0.455241	discard	cosine + residual connection (patience ep694, worse)
a3b4c5	0.462949	discard	cosine + patience 1000 (ep1751, same peak 0.4629, no gain, slower)
b4c5d6	0.442151	discard	cosine + avg_time 20 (patience ep538, over-smoothed)
c5d6e7	0.457671	discard	cosine + avg_time 5 (ep1728, ~=exp25, finer no help)
9090b95	0.507630	keep	cosine + mixup alpha=0.2 (patience ep1702, big gain +0.045)
e6fbfc8	0.545934	keep	cosine+mixup+hidden 128 (full 2000ep, still improving at end, +0.038)
a4b5c6	0.517977	discard	mixup alpha 0.4 (patience ep891, too strong)
b5c6d7	0.520616	discard	mixup alpha 0.1 (patience ep965, worse than 0.2)
c6d7e8	0.539219	discard	mixup+hidden128+proj128 (patience ep1788, proj64 better)
d7e8f9	0.521556	discard	mixup+hidden128+2 GRU layers (patience ep1845, 1 layer better)
e8f9a0	0.530205	discard	mixup+hidden128 lr 1.5e-3 (full 2000ep, worse than 1e-3)
f9a0b1	0.537416	discard	mixup+hidden128 lr 7e-4 (full 2000ep, worse than 1e-3)
a0b1c2	0.508872	discard	mixup+hidden128 batch 64 (27min, faster but worse acc)
b1c2d3	0.544628	discard	mixup+hidden128 n_epochs 2500 (T_max stretched, peaked ep1543, worse)
c2d3e4	0.533575	discard	mixup+hidden128 dropout 0.2 (full 2000ep, worse than 0.3)
d3e4f5	0.545934	discard	mixup+hidden128+SWA (SWA avg 0.524 < peak 0.546, equal)
e4f5a6	0.517245	discard	mixup+hidden128 wd 0.005 (patience ep759, worse than 0.01)
edaf924	0.551003	keep	cosine+mixup+hidden128, wd 0.01->0.02 (full 2000ep, +0.005)
f5a6b7	0.534176	discard	mixup+hidden128 wd 0.04 (full 2000ep, worse than 0.02)
a6b7c8	0.546222	discard	mixup+wd0.02 dropout 0.4 (ep1996, worse than 0.3)
b7c8d9	0.531407	discard	mixup+wd0.02 mixup 0.25 (ep1957, worse than 0.2)
c8d9e0	0.535979	discard	mixup+wd0.02 lr 1.2e-3 (full 2000ep, worse than 1e-3)
0ea17fd	0.551474	keep	cosine+mixup+hidden128+wd0.02, T_max=1500 (patience ep1754, marginal +0.0005)
d9e0f1	0.550507	discard	T_max=1200 (full 2000ep, ~0.551, worse than 1500)
e0f1a2	0.537547	discard	mixup+label_smoothing 0.1 (ep1473, over-regularizes)
f1a2b3	0.534910	discard	hidden256+batch64 (37min, worse; b64 penalty > capacity gain)
a2b3c4	0.533575	discard	proj 96 (ep1914, worse than 64)
b3c4d5	0.526834	discard	dropout 0.25 (ep1680, worse than 0.3)
c4d5e6	0.533236	discard	mixup 0.15 (ep1569, worse than 0.2)
d5e6f7	0.506297	discard	model-seed 123 (worse; seed 42 is good, large seed variance)
e6f7a8	0.539481	discard	2 GRU layers + wd0.02 (ep1683, 1 layer still best)
f7a8b9	0.533811	discard	lr 0.9e-3 (ep1838, worse than 1e-3)
a8b9c0	0.536476	discard	AdamW beta1 0.95 (ep1478, worse than default 0.9)
b9c0d1	0.546431	discard	wd 0.03 (full 2000ep, worse than 0.02)
0ea17fd	0.548469	discard	T_max=1600 (ep1199, ~=0.551 noise)
c0d1e2	0.546431	discard	patience 300 (ep1159, worse; late search matters)
