commit	val_acc	status	description
af0dd64	0.332091	keep	baseline (default config)
0916aef	0.338300	keep	exp1: weight_decay 0.05 (reg)
b91784f	0.323900	discard	exp2: dropout 0.5 (too much reg, worse)
0d7fd4f	0.342500	keep	exp3: label_smoothing 0.1 (fight overconfidence)
c34c164	0.336500	discard	exp4: label_smoothing 0.2 (too much)
deae09b	0.327300	discard	exp5: hidden 128 proj 64 (more capacity overfits)
2809c20	0.287100	discard	exp6: hidden 32 proj 16 (underfits)
2d70c33	0.352300	keep	exp7: cosine LR annealing schedule
bc20ecb	0.335500	discard	exp8: lr 0.002 (too high)
90a2335	0.348000	discard	exp9: weight_decay 0.1 (too much)
72c8e26	0.345900	discard	exp10: 2-layer GRU (more depth overfits)
2a6958d	0.341500	discard	exp11: swap GRU for LSTM (worse)
4223fae	0.341700	discard	exp12: input Gaussian noise std 0.1 (destroys signal)
ee4db07	0.356100	keep	exp13: batch_size 16 (smaller batch, more reg)
a32558d	0.354400	discard	exp14: batch_size 8 (too noisy)
48e5f82	0.363500	keep	exp15: dropout 0.2 (less reg with batch 16)
8cac360	0.339100	discard	exp16: dropout 0.1 (too low, overfits)
e2b934a	0.355900	discard	exp17: grad clip max_norm 1.0 (slightly worse)
fc4fa3e	0.304500	discard	exp18: temporal-diff input mode (worse)
b905da9	0.373800	keep	exp19: proj_dim 48 (more input capacity)
a71612b	0.362300	discard	exp20: proj_dim 64 (too wide)
74dc33e	0.366400	discard	exp21: dropout 0.3 with proj 48 (worse)
b14cc68	0.357200	discard	exp22: hidden 96 (overfits)
308dd80	0.370600	discard	exp23: weight_decay 0.075 (slightly worse)
7b509f6	0.365900	discard	exp24: cosine T_max 1000 (too aggressive)
fb4b06c	0.391700	keep	exp25: lr 0.0005 (lower lr, big gain)
7c84bfb	0.376700	discard	exp26: lr 0.00025 (too low, undertrains)
e7a4145	0.385200	discard	exp27: label_smoothing 0.05 (worse, 0.1 still best)
02e7703	0.374400	discard	exp28: lr 0.0007 (worse, 0.0005 optimal)
7518a20	0.391700	discard	exp29: n_epochs 3000 (equal, hit cap, plateaued)
300f54c	0.358500	discard	exp30: hidden 96 at lr 0.0005 (still overfits)
6c6a0f0	0.426300	keep	exp31: mixup augmentation Beta 0.2 (big gain)
a97d086	0.409600	discard	exp32: hidden 96 + mixup (still worse than hidden 64)
6c6a0f0	0.423850	final	final test-set evaluation of best config (--test)
