commit	val_acc	status	description
7106650	0.332091	keep	baseline (default config; short model filename fix)
197965a	0.336538	keep	dropout 0.3 -> 0.5 (baseline 0.3321)
6cdcc00	0.323918	discard	weight_decay 0.01 -> 0.05 (worse than 0.336538)
d0fd345	0.325120	discard	hidden_size 64 -> 128 (worse than 0.336538, more overfit)
f98bb4a	0.350481	keep	proj_dim 32 -> 64 (val 0.3365 -> 0.3505)
67ba2da	0.354567	keep	proj_dim 64 -> 128 (val 0.3505 -> 0.3546)
115752a	0.344952	discard	proj_dim 128 -> 256 (worse than 0.354567, overfit)
c42eec3	0.318269	discard	hidden_size 128 with proj_dim 128 (worse, overfit)
dee9327	0.354327	discard	bidirectional GRU (equal to 0.354567, no gain)
bc58ee4	0.345072	discard	train input noise std 0.1 (worse than 0.354567)
c2a7c58	0.348317	discard	label smoothing 0.1 (worse than 0.354567)
db4206c	0.345913	discard	decode window 50-450ms (worse than 0.354567)
d6c6aa0	0.367188	keep	lr 0.001 -> 0.0005 (val 0.3546 -> 0.3672)
e5832fc	0.366587	discard	lr 0.00025 (no better than 0.367188 at lr 0.0005)
8482800	0.343766	discard	batch_size 64 (worse than 0.367188)
f2b91cf	0.361178	discard	dropout 0.4 (worse than 0.367188 at dropout 0.5)
276c2e6	0.316226	discard	2-layer GRU with inter-layer dropout 0.3 (worse)
ca5e4a1	0.353125	discard	cosine LR from 0.001 (worse than 0.367188)
79cdc86	0.326923	discard	temporal-diff input representation (worse)
c142a28	0.347957	discard	weight_decay 0.001 (worse than 0.367188)
779969c	0.338101	discard	LSTM instead of GRU (worse than 0.367188)
afb5ec9	0.349760	discard	dropout 0.6 (worse than 0.367188 at 0.5)
00d8d1b	0.339303	discard	proj_dim 96 (worse than 0.367188 at 128)
7b1ee77	0.380168	keep	attention pooling readout (val 0.3672 -> 0.3802)
b1095fb	0.378005	discard	decode window 50-450ms with attn pool (worse than 0.380168)
d3fa852	0.356731	discard	hidden 128 with attn pool (worse than 0.380168)
2d20790	0.364784	discard	lr 0.001 with attn pool (worse than 0.380168)
e546ce9	0.376202	discard	dropout 0.4 with attn pool (worse than 0.380168)
53164ce	0.362740	discard	proj_dim 256 with attn pool (worse than 0.380168)
f4b9fdf	0.373558	discard	hybrid attn+last readout (worse than 0.380168)
ba0e36f	0.403846	keep	lr 0.00025 with attn pool (val 0.3802 -> 0.4038)
6cedbb9	0.400240	discard	lr 0.000125 (hit 2000-epoch cap still improving; worse than 0.403846)
1c38ac7	0.375962	discard	lr 0.00035 (worse than 0.403846)
ba0e36f	0.399117	final	final test-set evaluation of best config (--test; val_acc 0.403846)
