commit	val_acc	status	description
7d46e9f	0.332091	keep	baseline (default config, short weight filename fix)
8ec8960	0.311899	discard	exp1: bigger model (proj 64, hidden 128) - overfits
5b19fa1	0.269405	discard	exp2: loss at all timesteps (mean over time, worse)
e284d81	0.345312	keep	exp3: lr 3e-4 (was 1e-3)
b044a86	0.355529	keep	exp4: lr 1e-4 (was 3e-4)
d39c703	0.347957	discard	exp5: lr 5e-5 (worse than 1e-4)
d20c899	0.356971	keep	exp6: weight_decay 0.05 + lr 1e-4
d5c253c	0.368795	keep	exp7: batch_size 64 (was 32)
44e1066	0.365646	discard	exp8: batch_size 128 (slightly worse than 64)
55bfba3	0.351969	discard	exp9: capacity retest on tuned settings (still overfits)
4eddcda	0.364979	discard	exp10: dropout 0.4 (no help)
d5c253c	0.328255	discard	exp11: decode window 50-450ms (last-step readout at 440ms worse)
93bbdcf	0.355087	discard	exp12: mean-pool over time (worse than last-step)
4d365b2	0.348915	discard	exp13: label smoothing 0.1 (worse)
17c3910	0.322018	discard	exp14: channel dropout 0.1 (too strong, much worse)
883d400	0.363939	discard	exp15: input noise 0.1x std (slightly worse)
031019a	0.357978	discard	exp16: bidirectional GRU (worse)
6ca57e4	0.351205	discard	exp17: cosine LR schedule from 2e-4 (worse)
5373f2d	0.381692	keep	exp18: mixup alpha 0.2 (+1.3pt over batch64 config)
e65cbc6	0.395628	keep	exp19: mixup alpha 0.4 (+1.4pt)
f795067	0.405665	keep	exp20: mixup alpha 0.8 (+1.0pt)
893f338	0.407907	keep	exp21: mixup alpha 2.0 (+0.2pt, flattening)
ec338ef	0.447798	keep	exp22: proj 64/hidden 128 with mixup (+4.0pt, interaction win)
f43850f	0.452004	keep	exp23: proj 128/hidden 256 (+0.4pt)
d9c0e52	0.458777	keep	exp24: lr 2e-4 at big capacity (+0.7pt)
3c68272	0.454733	discard	exp25: lr 4e-4 (worse than 2e-4)
5a8580d	0.454408	discard	exp26: 2 GRU layers (worse)
c4e802b	0.461019	keep	exp27: bidirectional GRU + mixup (+0.2pt)
eb886fa	0.458891	discard	exp28: mixup alpha 4.0 (worse than 2.0)
e060bc7	0.476747	keep	exp29: batch 128 at big bidir model (+1.6pt)
4921fbb	0.474529	discard	exp30: batch 256 (slightly worse than 128)
1fc70e6	0.462163	discard	exp31: lr 3e-4 at batch 128 (worse)
06b9838	0.449585	discard	exp32: proj 256/hidden 512 (too big, worse)
e060bc7	0.472906	final	final test-set evaluation of best config (--test)
