commit	val_acc	status	description
67d0bc6	0.332091	keep	baseline (default config; +fix to shorten .pt name to avoid ENAMETOOLONG)
4983479	0.336538	keep	exp01: dropout 0.3->0.5 (regularize overfitting gap)
256c76f	0.323918	discard	exp02: weight_decay 0.01->0.05 (too aggressive, hurt val)
0a44aed	0.350481	keep	exp03: proj_dim 32->64 (less input compression; +1.4pts over exp01)
3112608	0.354567	keep	exp04: proj_dim 64->128 (diminishing gain +0.4pts)
866e5e9	0.318269	discard	exp05: hidden_size 64->128 (more recurrent capacity overfits, -3.6pts)
1303d56	0.367188	keep	exp06: lr 1e-3->5e-4 (smoother opt, +1.3pts)
b6174c4	0.353125	discard	exp07: lr 5e-4->3e-4 (too low, -1.4pts; 5e-4 is sweet spot)
0a3a7de	0.347356	discard	exp08: weight_decay 0.01->0.02 (still hurts, -2.0pts; 0.01 is right)
41268fc	0.343766	discard	exp09: batch_size 32->64 (under-trains at lr 5e-4, -2.3pts)
48b936c	0.338101	discard	exp10: GRU->LSTM (more params overfit, -2.9pts)
0ab0a9b	0.352163	discard	exp11: proj_dim 128->256 (overshoots, -1.5pts; 128 is peak)
1208c4f	0.349760	discard	exp12: dropout 0.5->0.6 (too much, -1.7pts; 0.5 is peak)
4c06b0d	0.316226	discard	exp13: 2 GRU layers + between-dropout 0.3 (depth overfits hard, -5.1pts)
dba6674	0.343149	discard	exp14: label smoothing 0.1 (damps discriminative signal, -2.4pts)
f5f89bb	0.345913	discard	exp15: input noise std 0.1 (hurts, -2.1pts)
1c2043b	0.337139	discard	exp16: decode window 50-250->50-400ms (more steps overfit/worse last-step, -3.0pts)
b11c44e	0.393630	keep	exp17: mixup alpha 0.2 (strong regularizer, +2.6pts; biggest win)
b88d17c	0.411058	keep	exp18: mixup alpha 0.2->0.4 (more mixing, +1.7pts)
dd3641c	0.416827	keep	exp19: mixup alpha 0.4->1.0 (still improving, +0.6pts)
4b00ce0	0.452524	keep	exp20: hidden 64->128 under mixup (capacity unlocked by mixup, +3.6pts)
d32e631	0.460337	keep	exp21: hidden 128->256 under mixup (diminishing +0.8pts)
6bcccf3	0.458534	discard	exp22: proj_dim 128->256 under mixup (no gain, -0.2pts; 128 still peak)
68ad608	0.456731	discard	exp23: 2 layers under mixup (depth not unlocked, -0.4pts)
a10d927	0.433293	discard	exp24: lr 5e-4->1e-3 big model (too high, -2.7pts; 5e-4 still optimal)
c01044c	0.450120	discard	exp25: dropout 0.5->0.3 under mixup (too low, -1.0pts; 0.5 stays best)
c5fb689	0.471755	keep	exp26: mixup 1.0->2.0 (heavier mixing, +1.1pts)
1d07f66	0.474760	keep	exp27: mixup 2.0->4.0 (still improving, +0.3pts; plateauing)
cffc03d	0.454327	discard	exp28: hidden 256->512 (overshoots, -2.0pts; 256 is capacity peak)
746b2ed	0.429688	discard	exp29: window first 50->100ms (early onset helps GRU; skipping hurts -4.5pts)
bf6ccd9	0.466346	discard	exp30: mixup 4.0->8.0 (over-mixing, -0.8pts; 4.0 is peak)
923be0a	0.462139	discard	exp31: weight_decay 0.01->0.005 (less L2 hurts, -1.3pts; 0.01 is peak)
1196644	0.471154	discard	exp32: lr 5e-4->3e-4 under mixup (slightly worse, -0.4pts; 5e-4 optimal)
1d07f66	0.464491	final	final test-set evaluation of best config (--test); val_acc=0.474760, test_acc=0.464491
