commit	val_acc	status	description
50d94d3	0.332091	keep	baseline (default config); weight-fname shortened to fit NAME_MAX (no model change)
0	0.309014	discard	exp1: proj_dim 128 + hidden 128 (overfit worse)
0	0.323918	discard	exp2: dropout 0.5 + wd 0.05 (over-regularized)
0	0.331010	discard	exp3: label smoothing 0.1 (flat, ~equal to baseline)
0	0.000000	crash	exp4: --temporal-diff (blocked: standardize_data=1 fixed, mutually exclusive)
a6c1650	0.345913	keep	exp5: bidirectional GRU (readout hidden*2=128)
0	0.345913	discard	exp6: n_epochs 4000 (identical to exp5, 37min, no new peak)
aacd15b	0.350721	keep	exp7: proj_dim 32->64 (relieve input bottleneck, bi-GRU)
9a55c82	0.355769	keep	exp8: cosine LR schedule (anneal lr->0)
5f23e5d	0.359736	keep	exp9: dropout 0.4 + wd 0.02 (mild reg for bigger base)
0	0.358774	discard	exp10: hidden 96 (no gain, ~equal to hidden 64)
fb401cb	0.402644	keep	exp11: attention pooling over time (use all T hidden states)
0	0.382780	discard	exp12: batch 64 (faster but -0.02 acc, less noise-reg)
0	0.377163	discard	exp13: 4-head attention averaged (worse, dilutes signal)
0	0.396635	discard	exp14: proj 96 (worse, overfits input)
0	0.370192	discard	exp15: LSTM (worse, extra params overfit)
a9ceb94	0.443510	keep	exp16: mixup alpha 0.2 (mix trial pairs, big reg win)
d0ff86f	0.444712	keep	exp17: mixup alpha 0.4 (marginal over 0.2, kept)
0	0.000000	crash	exp18: bf16 AMP (slower on small model, timed out at 45min)
0	0.000000	crash	exp19: dropout 0.3+wd 0.01 (timed out twice at 45min, GPU contention, not evaluated)
0	0.419390	discard	exp20: batch 64 + mixup (fast 14min but -0.025 acc, noise matters)
0	0.000000	crash	exp21: lr 2e-3 (timed out at 45min, GPU contention, not evaluated)
7ed255f	0.424880	keep	exp22: 1500ep re-baseline (budget adaptation to contended GPU, reliable)
db98ccd	0.443510	keep	exp23: lr 2e-3 @1500ep (faster convergence, recovers 2000ep acc)
0	0.439303	discard	exp24: lr 3e-3 (overshoots, 2e-3 is sweet spot)
874c2b1	0.448317	keep	exp25: cosine eta_min 2e-4 (late lr for undertrained, beats 2000ep)
0	0.437500	discard	exp26: eta_min 5e-4 (too high late, 2e-4 optimal)
0	0.446514	discard	exp27: n_epochs 1600 (no gain, slower anneal, budget-riskier)
0	0.440505	discard	exp28: dropout 0.3+wd 0.01 (reducing reg hurts, 0.4/0.02 still optimal)
0	0.420072	discard	exp29: mixup 0.2 (much worse at 1500ep, stronger mixup helps)
369b140	0.457933	keep	exp30: mixup 0.8 (stronger mixup helps at 1500ep, new best)
0	0.439904	discard	exp31: mixup 1.0 (too strong, destroys signal, 0.8 is peak)
0	0.451322	discard	exp32: lr 2.5e-3 (worse, 2e-3 optimal at mixup 0.8)
369b140	0.441393	final	final test-set evaluation of best config (--test)
