commit	val_acc	status	description
a75454c	0.332091	keep	baseline (default config); 13 min
cdb3d2a	0.333293	keep	dropout 0.45, wd 0.05; 23 min
a1d0271	0.328245	discard	label smoothing 0.1; 20 min
d697d6c	0.365144	keep	cosine LR (T_max 2000, eta_min 1e-5), lr 0.003; 27 min
4706562	0.000000	crash	n_epochs 4000, patience 1000 (killed at 2100s); 35 min
0444dbb	0.372024	keep	proj_dim 64, batch_size 48; 20 min
ea5294a	0.321071	discard	hidden_size 128; 9 min
76820a7	0.372024	discard	weight_decay 0.1 (tie with exp6); 20 min
733fd70	0.352381	discard	lr 0.006 (0.003 is sweet spot); 20 min
3f94a98	0.336310	discard	2-layer GRU dropout 0.1; 13 min
e55f658	0.365595	discard	dropout_p 0.35; 20 min
13678fd	0.365119	discard	input noise std 0.1; 28 min
ea92821	0.403571	keep	mixup alpha 0.2; 35 min
bed1d18	0.341905	discard	mixup alpha 0.4 (worse than 0.2); 13 min
f0f8997	0.402381	discard	mixup alpha 0.1 (0.2 better); 35 min
ea92821	0.367857	discard	decode-time-first 100 (drop 50-90ms); 34 min
d217f8a	0.401036	discard	batch_size 64 (slightly worse, was runtime hedge); 29 min
7a4b433	0.000000	crash	dropout 0.35 + mixup 0.2 (killed at 2100s, best 0.4077 at ep~1730); 35 min
f3ffd16	0.408333	keep	dropout 0.35 + mixup 0.2, n_epochs 1800; 31 min
b5546e8	0.402381	discard	dropout 0.25 + mixup; 31 min
4422872	0.411905	keep	lr 0.004 with mixup 0.2, dropout 0.35; 31 min
a2fe90f	0.424405	keep	lr 0.005; 31 min
404b768	0.416667	discard	lr 0.006 (peak at 0.005); 32 min
f859480	0.403571	discard	warmup 20ep + cosine; 32 min
a85b989	0.412500	discard	weight_decay 0.1 with mixup; 31 min
60ba565	0.000000	crash	SWA: missing self.swa_epochs assignment (fixed same commit-ish); 1 min
986283f	0.424405	discard	SWA last-100-epochs (0.4161 < single best); 33 min
7013659	0.359405	discard	channel dropout 0.1; 31 min
e84ad26	0.409524	discard	n_epochs 1900 (worse than 1800); 33 min
a2fe90f	0.000000	crash	--temporal-diff blocked: incompatible with fixed standardize_data=1; 4 s
a551518	0.404405	discard	grad_clip 1.0; 33 min
5c42177	0.422619	discard	eta_min 1e-4; 31 min
2877d2f	0.415476	discard	wd excludes bias/norm; 32 min
be77618	0.000000	crash	manifold mixup device bug in step (fixed); 1 min
5cda47f	0.407143	discard	manifold mixup (proj-mode); 22 min
986db6d	0.398194	discard	batch 64 + lr 0.005; 25 min
ca3405b	0.410357	discard	proj_dim 80; 31 min
3a174a9	0.400595	discard	mixup alpha 0.15; 32 min
fb5fa21	0.391905	discard	time-jitter augmentation (2 bins); 33 min
74d6c35	0.424405	discard	eta_min 0 (exact tie with exp22); 31 min
77f5e05	0.358571	discard	aux deep-supervision loss 0.3; 15 min
b910c32	0.377381	discard	dropout 0.40; 31 min
20bc394	0.408333	discard	Adam betas (0.9, 0.99); 31 min
cbeabd5	0.404167	discard	hidden_size 48; 32 min
ecaedbf	0.410714	discard	cosine T_max 1500 (restart tail); 31 min
d7a9e01	0.408929	discard	logit smoothing last 3 steps; 31 min
29f8cc6	0.409524	discard	label smoothing 0.05 with mixup; 34 min
361994e	0.430952	keep	mixup alpha 0.25; 31 min
60801c3	0.440476	keep	mixup alpha 0.3; 32 min
60e6158	0.430952	discard	mixup alpha 0.35 (peak at 0.3); 31 min
60801c3	0.457013	final	final test-set evaluation of best config (--test); val 0.440476; 30 min
