commit	val_acc	status	description
f0c52a1	0.332091	keep	baseline (default config, 853 epochs patience-stop)
f0c52a1	0.323918	discard	dropout 0.5 + weight decay 0.05 (overregularized, 1356 ep)
f0c52a1	0.327885	discard	lr 0.003 (902 ep)
46f4318	0.350361	keep	decode window 50-400ms (35 steps, 2000 ep, ~31min)
46f4318	0.346998	discard	batch size 64 (909 ep, ~9min)
c7e12ff	0.360577	keep	aux training loss over all timesteps (1862 ep)
c7e12ff	0.352764	discard	proj_dim 64 + hidden 128 (694 ep)
c7e12ff	0.348918	discard	label smoothing 0.1 (1902 ep)
c7e12ff	0.359375	discard	cosine LR annealing (1420 ep)
38e6cb8	0.366106	keep	decode window 50-500ms (807 ep, ~28min)
38e6cb8	0.334495	discard	2-layer GRU (1616 ep)
13ffca2	0.371394	keep	ramp-weighted aux loss toward late timesteps (1262 ep)
13ffca2	0.332933	discard	temporal-diff preprocessing (758 ep)
13ffca2	0.351562	discard	weight decay 0 (671 ep)
13ffca2	0.355769	discard	hidden 128 alone (1985 ep)
13ffca2	0.335697	discard	GRU -> LSTM (914 ep)
13ffca2	0.371394	discard	window 50-550: duplicate of exp11 (time axis ends 440ms, identical data/result)
13ffca2	0.343269	discard	decode window starting at 0ms (45 steps, 692 ep)
13ffca2	0.367909	discard	bidirectional GRU (1505 ep)
13ffca2	0.334736	discard	input noise augmentation std 0.1 (1120 ep)
13ffca2	0.313462	discard	proj_dim 16 (722 ep)
13ffca2	0.371394	discard	exp aux weighting attempt: duplicate of exp11 (linear flag won over exp, bug)
13ffca2	0.346755	discard	exponential aux weighting (997 ep, too aggressive)
13ffca2	0.360577	discard	lr 0.0005 (1414 ep)
13ffca2	0.310697	discard	ReLU in input projection (633 ep)
13ffca2	0.371394	discard	patience 800 (1562 ep, same best as exp11)
13ffca2	0.359375	discard	causal attention pooling (672 ep)
13ffca2	0.346514	discard	dropout 0.4 (1059 ep)
13ffca2	0.364543	discard	proj_dim 48 (2000 ep, no patience stop)
13ffca2	0.360337	discard	weight decay 0.02 (1092 ep)
13ffca2	0.353726	discard	quadratic ramp weighting (power 2, 637 ep)
13ffca2	0.362864	discard	batch_size 16 (860 ep)
13ffca2	0.244591	discard	control: shuffle-time aug (destroys temporal structure, 690 ep)
13ffca2	0.163582	discard	control: avg-input, no dynamics (45 repeated steps, 535 ep)
13ffca2	0.376986	final	final test-set evaluation of best config (--test)
